Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,201,2,2,88,188,44,44,44,0,94,94,94,0,1373134,19900.5,67,32.04684,104,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,64,64,9950.249,9950.249,44,94,64,27.38613,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,204,2,2,88,188,44,44,44,0,94,94,94,0,1352941,19607.84,68,34.64102,108,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,9803.922,9803.922,44,94,64,27.38613,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,244,2,2,80,180,40,40,40,0,90,90,90,0,1065574,16393.44,81.33333,99.28914,193,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,28,28,8196.721,8196.721,40,90,60,27.38613,750,0,0,0,0,0,0,0,0,1,75,40,90,28,0,0,0,0,0,0,2,80,2,180,-1,-1,1,14,0,0,0,0,0,0,0,0,BENIGN
88,674,2,2,500,2860,250,250,250,0,1430,1430,1430,0,4985163,5934.718,224.6667,384.8069,669,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,2967.359,2967.359,250,1430,722,646.3126,417720,0,0,0,0,0,0,0,0,1,902.5,250,1430,64,0,0,0,0,0,0,2,500,2,2860,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,208,2,2,88,188,44,44,44,0,94,94,94,0,1326923,19230.77,69.33333,35.21837,110,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,64,64,9615.385,9615.385,44,94,64,27.38613,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,210,2,2,64,96,32,32,32,0,48,48,48,0,761904.8,19047.62,70,36.37307,112,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,64,64,9523.81,9523.81,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,162,2,2,64,158,32,32,32,0,79,79,79,0,1370370,24691.36,54,91.79869,160,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,12345.68,12345.68,32,79,50.8,25.74296,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,198,2,2,102,224,51,51,51,0,112,112,112,0,1646465,20202.02,66,74.95999,148,1,1,1,0,1,1,49,49,0,49,49,0,0,0,0,64,40,10101.01,10101.01,51,112,75.4,33.41108,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,209,2,2,64,96,32,32,32,0,48,48,48,0,765550.2,19138.76,69.66667,37.52777,113,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,9569.378,9569.378,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,189,2,2,102,224,51,51,51,0,112,112,112,0,1724868,21164.02,63,106.5223,186,1,186,186,0,186,186,1,1,0,1,1,0,0,0,0,64,64,10582.01,10582.01,51,112,75.4,33.41108,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,199,2,2,88,188,44,44,44,0,94,94,94,0,1386935,20100.5,66.33333,31.75426,103,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,10050.25,10050.25,44,94,64,27.38613,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,562,2,2,352,358,176,176,176,0,179,179,179,0,1263345,7117.438,187.3333,240.4669,465,48,48,48,0,48,48,49,49,0,49,49,0,0,0,0,64,64,3558.719,3558.719,176,179,177.2,1.643168,2.7,0,0,0,0,0,0,0,0,1,221.5,176,179,64,0,0,0,0,0,0,2,352,2,358,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,209,2,2,102,224,51,51,51,0,112,112,112,0,1559809,19138.76,69.66667,35.79572,111,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,64,64,9569.378,9569.378,51,112,75.4,33.41108,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,204,2,2,142,242,71,71,71,0,121,121,121,0,1882353,19607.84,68,76.97402,153,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,9803.922,9803.922,71,121,91,27.38613,750,0,0,0,0,0,0,0,0,1,113.75,71,121,40,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,207,2,2,64,96,32,32,32,0,48,48,48,0,772946.9,19323.67,69,37.24245,112,47,47,47,0,47,47,48,48,0,48,48,0,0,0,0,64,64,9661.836,9661.836,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,214,2,2,64,96,32,32,32,0,48,48,48,0,747663.6,18691.59,71.33333,39.55165,117,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,64,64,9345.794,9345.794,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,62,1,3,0,12,0,0,0,0,6,0,4,3.464102,193548.4,64516.13,20.66667,34.06367,60,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,32,72,16129.03,48387.1,0,6,2.4,3.286335,10.8,0,0,0,0,1,1,0,0,3,3,0,4,32,0,0,0,0,0,0,1,0,3,12,253,0,0,32,0,0,0,0,0,0,0,0,BENIGN
88,75,1,4,0,12,0,0,0,0,6,0,3,3.464102,160000,66666.67,18.75,35.5,72,1,0,0,0,0,0,74,24.66667,40.99187,72,1,0,0,0,0,32,104,13333.33,53333.33,0,6,2,3.098387,9.6,0,0,0,0,1,1,0,0,4,2.4,0,3,32,0,0,0,0,0,0,1,0,4,12,253,0,0,32,0,0,0,0,0,0,0,0,BENIGN
53,209,2,2,80,180,40,40,40,0,90,90,90,0,1244019,19138.76,69.66667,37.52777,113,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,40,40,9569.378,9569.378,40,90,60,27.38613,750,0,0,0,0,0,0,0,0,1,75,40,90,40,0,0,0,0,0,0,2,80,2,180,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,210,2,2,64,96,32,32,32,0,48,48,48,0,761904.8,19047.62,70,38.11824,114,47,49,49,0,49,49,47,47,0,47,47,0,0,0,0,64,64,9523.81,9523.81,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,203,2,2,88,188,44,44,44,0,94,94,94,0,1359606,19704.43,67.66667,34.07834,107,47,49,49,0,49,49,47,47,0,47,47,0,0,0,0,64,64,9852.217,9852.217,44,94,64,27.38613,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
389,75,1,4,0,24,0,0,0,0,6,6,6,0,320000,66666.67,18.75,22.5444,48,1,0,0,0,0,0,50,16.66667,27.13546,48,1,0,0,0,0,32,80,13333.33,53333.33,0,6,4,3.098387,9.6,0,0,0,0,1,1,0,0,4,4.8,0,6,32,0,0,0,0,0,0,1,0,4,24,299,0,0,32,0,0,0,0,0,0,0,0,BENIGN
53,216,2,2,88,188,44,44,44,0,94,94,94,0,1277778,18518.52,72,39.83717,118,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,64,64,9259.259,9259.259,44,94,64,27.38613,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,162,2,2,64,158,32,32,32,0,79,79,79,0,1370370,24691.36,54,90.93404,159,1,1,1,0,1,1,2,2,0,2,2,0,0,0,0,64,64,12345.68,12345.68,32,79,50.8,25.74296,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
389,79,1,4,0,12,0,0,0,0,6,0,3,3.464102,151898.7,63291.14,19.75,23.28626,49,1,0,0,0,0,0,51,17,27.71281,49,1,0,0,0,0,32,104,12658.23,50632.91,0,6,2,3.098387,9.6,0,0,0,0,1,1,0,0,4,2.4,0,3,32,0,0,0,0,0,0,1,0,4,12,237,0,0,32,0,0,0,0,0,0,0,0,BENIGN
53,169,2,2,88,188,44,44,44,0,94,94,94,0,1633136,23668.64,56.33333,56.95905,117,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,64,11834.32,11834.32,44,94,64,27.38613,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
389,396,10,4,165,326,79,0,16.5,33.01262,163,0,81.5,94.10809,1239899,35353.54,30.46154,27.98695,89,1,396,44,49.18333,132,1,240,80,96.31718,188,3,0,0,0,0,336,144,25252.53,10101.01,0,163,32.73333,59.52006,3542.638,0,0,0,1,0,0,0,0,0,35.07143,16.5,81.5,336,0,0,0,0,0,0,10,165,4,326,29200,2081,3,32,0,0,0,0,0,0,0,0,BENIGN
389,2,2,0,7,0,7,0,3.5,4.949747,0,0,0,0,3500000,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,1,0,0,0,64,0,1000000,0,0,7,4.666667,4.041452,16.33333,0,1,0,0,1,0,0,0,0,7,3.5,0,64,0,0,0,0,0,0,2,7,0,0,237,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
88,1086,9,6,3150,3152,1575,0,350,694.5097,1576,0,525.3333,813.8429,5802947,13812.15,77.57143,226.7834,852,0,1086,135.75,298.4387,862,1,869,173.8,379.144,852,0,0,0,0,0,304,208,8287.293,5524.862,0,1576,393.875,704.5851,496440.1,0,0,0,1,0,0,0,0,0,420.1333,350,525.3333,304,0,0,0,0,0,0,9,3150,6,3152,29200,2081,2,32,0,0,0,0,0,0,0,0,BENIGN
3268,1.16E+08,72,47,13380,15294,1313,0,185.8333,247.3051,3069,0,325.4043,517.8473,246.2418,1.021928,986834.8,5722644,49200000,0,1.16E+08,1640092,7324638,49200000,1,1.16E+08,2531444,9013164,49200000,3,0,0,0,0,2320,1520,0.61831,0.403619,0,3069,238.95,381.1692,145290,0,0,0,1,0,0,0,0,0,240.958,185.8333,325.4043,2320,0,0,0,0,0,0,72,13380,47,15294,29200,2081,44,32,901129.8,1767735,3552487,296,28200000,15900000,49200000,11100000,BENIGN
53,23321,1,1,43,91,43,43,43,0,91,91,91,0,5745.894,85.75962,23321,0,23321,23321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.87981,42.87981,43,91,59,27.71281,768,0,0,0,0,0,0,0,0,1,88.5,43,91,32,0,0,0,0,0,0,1,43,1,91,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,23458,1,1,50,114,50,50,50,0,114,114,114,0,6991.218,85.25876,23458,0,23458,23458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.62938,42.62938,50,114,71.33333,36.95042,1365.333,0,0,0,0,0,0,0,0,1,107,50,114,32,0,0,0,0,0,0,1,50,1,114,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,83069,1,1,50,114,50,50,50,0,114,114,114,0,1974.262,24.07637,83069,0,83069,83069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12.03819,12.03819,50,114,71.33333,36.95042,1365.333,0,0,0,0,0,0,0,0,1,107,50,114,32,0,0,0,0,0,0,1,50,1,114,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,23478,1,1,50,105,50,50,50,0,105,105,105,0,6601.925,85.18613,23478,0,23478,23478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.59307,42.59307,50,105,68.33333,31.75426,1008.333,0,0,0,0,0,0,0,0,1,102.5,50,105,32,0,0,0,0,0,0,1,50,1,105,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,47749,1,1,50,105,50,50,50,0,105,105,105,0,3246.141,41.88569,47749,0,47749,47749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,20.94285,20.94285,50,105,68.33333,31.75426,1008.333,0,0,0,0,0,0,0,0,1,102.5,50,105,32,0,0,0,0,0,0,1,50,1,105,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,23888,1,1,43,99,43,43,43,0,99,99,99,0,5944.407,83.72405,23888,0,23888,23888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,41.86202,41.86202,43,99,61.66667,32.33162,1045.333,0,0,0,0,0,0,0,0,1,92.5,43,99,32,0,0,0,0,0,0,1,43,1,99,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,23676,1,1,50,105,50,50,50,0,105,105,105,0,6546.714,84.47373,23676,0,23676,23676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.23686,42.23686,50,105,68.33333,31.75426,1008.333,0,0,0,0,0,0,0,0,1,102.5,50,105,32,0,0,0,0,0,0,1,50,1,105,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,98479,1,1,50,162,50,50,50,0,162,162,162,0,2152.743,20.3089,98479,0,98479,98479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.15445,10.15445,50,162,87.33333,64.66323,4181.333,0,0,0,0,0,0,0,0,1,131,50,162,32,0,0,0,0,0,0,1,50,1,162,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,207,2,2,48,48,24,24,24,0,24,24,24,0,463768.1,19323.67,69,35.51056,110,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,64,64,9661.836,9661.836,24,24,24,0,0,0,0,0,0,0,0,0,0,1,30,24,24,64,0,0,0,0,0,0,2,48,2,48,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,77730,1,1,50,114,50,50,50,0,114,114,114,0,2109.867,25.73009,77730,0,77730,77730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12.86505,12.86505,50,114,71.33333,36.95042,1365.333,0,0,0,0,0,0,0,0,1,107,50,114,32,0,0,0,0,0,0,1,50,1,114,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,76978,2,2,78,206,39,39,39,0,103,103,103,0,3689.366,51.9629,25659.33,44436.34,76970,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,25.98145,25.98145,39,103,64.6,35.05424,1228.8,0,0,0,0,0,0,0,0,1,80.75,39,103,64,0,0,0,0,0,0,2,78,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,76577,1,1,50,114,50,50,50,0,114,114,114,0,2141.635,26.1175,76577,0,76577,76577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,13.05875,13.05875,50,114,71.33333,36.95042,1365.333,0,0,0,0,0,0,0,0,1,107,50,114,32,0,0,0,0,0,0,1,50,1,114,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,200,2,2,88,188,44,44,44,0,94,94,94,0,1380000,20000,66.66667,33.20141,105,47,47,47,0,47,47,48,48,0,48,48,0,0,0,0,64,64,10000,10000,44,94,64,27.38613,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,196,2,2,88,188,44,44,44,0,94,94,94,0,1408163,20408.16,65.33333,29.16048,99,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,64,64,10204.08,10204.08,44,94,64,27.38613,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,98891,2,2,78,302,39,39,39,0,151,151,151,0,3842.615,40.44857,32963.67,57090.42,98886,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,20.22429,20.22429,39,151,83.8,61.34493,3763.2,0,0,0,0,0,0,0,0,1,104.75,39,151,64,0,0,0,0,0,0,2,78,2,302,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,48159,2,2,78,188,39,39,39,0,94,94,94,0,5523.371,83.0582,16053,27800.28,48154,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,41.5291,41.5291,39,94,61,30.12474,907.5,0,0,0,0,0,0,0,0,1,76.25,39,94,64,0,0,0,0,0,0,2,78,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
32798,50,4,0,12,0,6,0,3,3.464102,0,0,0,0,240000,80000,16.66667,27.13546,48,1,50,16.66667,27.13546,48,1,0,0,0,0,0,0,0,0,0,104,0,80000,0,0,6,2.4,3.286335,10.8,0,0,0,0,1,0,0,0,0,3,3,0,104,0,0,0,0,0,0,4,12,0,0,2081,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
53,188,2,2,102,224,51,51,51,0,112,112,112,0,1734043,21276.6,62.66667,107.677,187,0,187,187,0,187,187,0,0,0,0,0,0,0,0,0,64,64,10638.3,10638.3,51,112,75.4,33.41108,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,179,2,2,138,238,69,69,69,0,119,119,119,0,2100559,22346.37,59.66667,62.68439,127,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,40,40,11173.18,11173.18,69,119,89,27.38613,750,0,0,0,0,0,0,0,0,1,111.25,69,119,40,0,0,0,0,0,0,2,138,2,238,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,24079,2,2,78,206,39,39,39,0,103,103,103,0,11794.51,166.1199,8026.333,13820.61,23985,47,47,47,0,47,47,47,47,0,47,47,0,0,0,0,64,64,83.05993,83.05993,39,103,64.6,35.05424,1228.8,0,0,0,0,0,0,0,0,1,80.75,39,103,64,0,0,0,0,0,0,2,78,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,201,2,2,102,224,51,51,51,0,112,112,112,0,1621891,19900.5,67,31.17691,103,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,64,64,9950.249,9950.249,51,112,75.4,33.41108,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,210,2,2,64,96,32,32,32,0,48,48,48,0,761904.8,19047.62,70,38.10512,114,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,9523.81,9523.81,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,202,2,2,88,188,44,44,44,0,94,94,94,0,1366337,19801.98,67.33333,32.62412,105,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,64,64,9900.99,9900.99,44,94,64,27.38613,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,212,2,2,64,96,32,32,32,0,48,48,48,0,754717,18867.92,70.66667,38.39705,115,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,64,64,9433.962,9433.962,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,78120,2,2,78,206,39,39,39,0,103,103,103,0,3635.433,51.20328,26040,45096.54,78113,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,25.60164,25.60164,39,103,64.6,35.05424,1228.8,0,0,0,0,0,0,0,0,1,80.75,39,103,64,0,0,0,0,0,0,2,78,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,204,2,2,76,176,38,38,38,0,88,88,88,0,1235294,19607.84,68,33.77869,107,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,40,40,9803.922,9803.922,38,88,58,27.38613,750,0,0,0,0,0,0,0,0,1,72.5,38,88,40,0,0,0,0,0,0,2,76,2,176,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,24101,2,2,78,188,39,39,39,0,94,94,94,0,11036.89,165.9682,8033.667,13910.39,24096,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,82.98411,82.98411,39,94,61,30.12474,907.5,0,0,0,0,0,0,0,0,1,76.25,39,94,64,0,0,0,0,0,0,2,78,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,180,2,2,48,48,24,24,24,0,24,24,24,0,533333.3,22222.22,60,63.85139,129,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,11111.11,11111.11,24,24,24,0,0,0,0,0,0,0,0,0,0,1,30,24,24,64,0,0,0,0,0,0,2,48,2,48,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,23744,2,2,64,160,32,32,32,0,80,80,80,0,9433.962,168.4636,7914.667,13662.72,23691,4,49,49,0,49,49,4,4,0,4,4,0,0,0,0,64,64,84.23181,84.23181,32,80,51.2,26.29068,691.2,0,0,0,0,0,0,0,0,1,64,32,80,64,0,0,0,0,0,0,2,64,2,160,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,163,2,2,64,158,32,32,32,0,79,79,79,0,1361963,24539.88,54.33333,92.37604,161,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,12269.94,12269.94,32,79,50.8,25.74296,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,159,2,2,48,48,24,24,24,0,24,24,24,0,603773.6,25157.23,53,90.06664,157,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,12578.62,12578.62,24,24,24,0,0,0,0,0,0,0,0,0,0,1,30,24,24,64,0,0,0,0,0,0,2,48,2,48,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,164,2,2,64,158,32,32,32,0,79,79,79,0,1353659,24390.24,54.66667,93.82075,163,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,64,64,12195.12,12195.12,32,79,50.8,25.74296,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,207,2,2,64,96,32,32,32,0,48,48,48,0,772946.9,19323.67,69,34.64102,109,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,64,64,9661.836,9661.836,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,396,2,2,352,358,176,176,176,0,179,179,179,0,1792929,10101.01,132,186.877,346,1,1,1,0,1,1,49,49,0,49,49,0,0,0,0,64,64,5050.505,5050.505,176,179,177.2,1.643168,2.7,0,0,0,0,0,0,0,0,1,221.5,176,179,64,0,0,0,0,0,0,2,352,2,358,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,24282,2,2,64,176,32,32,32,0,88,88,88,0,9883.865,164.7311,8094,14014.89,24277,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,82.36554,82.36554,32,88,54.4,30.67246,940.8,0,0,0,0,0,0,0,0,1,68,32,88,64,0,0,0,0,0,0,2,64,2,176,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,167,2,2,64,158,32,32,32,0,79,79,79,0,1329341,23952.1,55.66667,96.41749,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,11976.05,11976.05,32,79,50.8,25.74296,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,165,2,2,88,188,44,44,44,0,94,94,94,0,1672727,24242.42,55,55.8301,114,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,12121.21,12121.21,44,94,64,27.38613,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,159,2,2,102,224,51,51,51,0,112,112,112,0,2050314,25157.23,53,52.67827,108,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,12578.62,12578.62,51,112,75.4,33.41108,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,40,0,0,0,0,0,0,2,102,2,224,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
88,60,1,4,0,12,0,0,0,0,6,0,3,3.464102,200000,83333.33,15,28,57,1,0,0,0,0,0,59,19.66667,32.33162,57,1,0,0,0,0,32,104,16666.67,66666.67,0,6,2,3.098387,9.6,0,0,0,0,1,1,0,0,4,2.4,0,3,32,0,0,0,0,0,0,1,0,4,12,253,0,0,32,0,0,0,0,0,0,0,0,BENIGN
